POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
423,2018-05-10,3,C,2,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,4,0,0,1,1,0,0,0,14,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2018-05-10,3,C,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,4,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2018-05-10,3,C,3,0,1,0,0,0,0,1,1,4,2,5,1,5,4,5,2,2,3,5,1,1,0,0,46,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2018-05-10,3,C,3,0,0,0,0,3,2,3,7,7,5,6,7,6,6,6,5,8,5,7,6,6,6,5,109,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84112.875,79323.97
445,2018-05-10,3,C,1,0,0,1,0,1,4,5,9,9,11,11,14,10,10,9,11,11,10,6,9,6,7,4,159,HOWALD,N3,Hesperange <-> Luxembourg deux sens ,Hesperange,Luxembourg,78863.6,71599.5
446,2018-05-10,3,C,2,0,0,0,0,1,3,4,6,10,9,5,6,7,7,6,8,6,5,9,5,8,4,2,113,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2018-05-10,3,C,1,0,0,4,1,1,1,7,6,5,8,10,6,11,8,8,9,4,5,5,5,3,5,0,113,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
452,2018-05-10,3,C,1,1,0,1,2,3,1,6,5,12,19,14,12,12,18,19,8,3,4,3,2,0,3,1,150,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
460,2018-05-10,3,C,0,0,0,0,0,0,0,1,0,1,2,0,1,0,2,3,0,0,2,2,1,1,0,0,16,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25
469,2018-05-10,3,C,9,8,6,9,8,9,9,17,12,7,13,9,17,17,25,8,20,14,3,15,16,18,15,13,297,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23
470,2018-05-10,3,C,4,2,3,0,2,2,1,5,4,4,3,7,5,4,5,4,0,2,1,4,4,0,1,1,68,GARNICH,N13,Windhof A6 <-> Garnich deux sens ,Windhof A6,Garnich,64367.84,76355.555
485,2018-05-10,3,C,2,2,2,2,2,1,2,4,3,3,4,4,3,4,3,2,2,3,4,3,3,5,3,2,68,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
486,2018-05-10,3,C,17,8,6,6,2,2,6,8,8,7,7,5,9,9,9,6,8,9,12,11,8,6,7,14,190,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566
490,2018-05-10,3,C,1,0,1,0,0,0,1,2,6,3,4,2,4,4,6,5,4,4,2,1,0,1,0,0,51,GAICHEL,N8,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,58321.293,84479.27
492,2018-05-10,3,C,0,0,0,1,0,2,0,0,2,8,10,11,3,8,9,5,6,2,2,1,2,0,0,0,72,BLUMENTHAL,N14,Graulinster <-> Reuland deux sens ,Graulinster,Reuland,87034.516,90015.64
495,2018-05-10,3,C,2,0,0,2,0,0,1,3,3,6,5,3,4,5,5,2,5,4,4,2,4,0,2,1,63,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
525,2018-05-10,3,C,0,0,1,0,0,1,0,1,3,4,1,4,0,3,7,1,4,2,2,2,3,1,0,1,41,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2018-05-10,3,C,11,3,1,5,0,5,6,7,14,21,26,38,27,39,28,19,11,14,8,14,2,5,9,7,320,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2018-05-10,3,C,4,3,0,1,0,0,3,2,4,7,4,6,3,2,4,2,6,5,3,2,2,1,0,0,64,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
605,2018-05-10,3,C,0,1,1,2,0,0,0,2,4,2,7,5,0,0,1,2,1,4,1,1,0,1,3,0,38,ANTONIUSHAFF,N18,Antoniushaff <-> Clervaux deux sens ,Antoniushaff,Clervaux,63494.12,126016.06
610,2018-05-10,3,C,4,3,2,4,6,3,7,9,14,16,38,30,26,20,27,23,14,15,10,7,5,7,12,9,311,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2018-05-10,3,C,1,2,1,1,0,0,2,2,3,4,4,6,2,4,2,3,8,4,3,3,3,1,3,2,64,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
724,2018-05-10,3,C,0,0,0,0,1,2,1,2,2,8,5,7,3,13,11,4,2,4,2,2,0,2,2,1,74,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2018-05-10,3,C,1,3,0,1,0,0,1,2,2,3,3,5,4,4,2,7,5,2,1,2,0,2,2,1,53,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2018-05-10,3,C,0,3,4,1,0,1,1,2,6,6,7,8,0,5,2,8,5,1,3,4,3,2,4,2,78,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2018-05-10,3,C,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,2,1,1,1,0,0,2,2,0,21,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2018-05-10,3,C,0,0,1,0,0,0,0,0,1,0,3,0,1,1,4,0,3,1,1,1,0,0,0,0,17,RIPPWEILER,N24,Rippweiler <-> Useldange deux sens ,Rippweiler,Useldange,64934.914,91119.266
816,2018-05-10,3,C,0,0,0,1,0,0,0,0,0,1,1,1,0,2,5,1,5,0,0,3,0,1,0,0,21,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45
818,2018-05-10,3,C,0,0,0,0,0,0,11,2,0,1,1,2,0,1,5,2,5,1,0,3,2,2,1,0,39,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,66859.38,87773.555
820,2018-05-10,3,C,2,0,1,0,0,2,1,3,2,6,6,6,3,4,5,9,8,4,5,3,7,5,3,2,87,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33
822,2018-05-10,3,C,1,0,0,0,0,0,0,0,2,2,1,1,0,2,1,0,1,1,0,0,1,2,1,1,17,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2018-05-10,3,C,1,1,0,1,0,0,0,5,4,5,3,8,4,3,4,7,4,4,2,6,1,1,0,0,64,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
908,2018-05-10,3,C,3,0,0,0,1,1,0,2,2,4,3,2,2,5,4,1,6,8,2,4,1,0,0,2,53,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
923,2018-05-10,3,C,3,2,3,1,5,7,4,2,9,14,19,18,7,17,15,11,6,3,10,5,6,5,2,0,174,HEISCHTERGRONN,N15,Wiltz <-> Heischtergronn deux sens ,Wiltz,Heischtergronn,64322.06,108502.195
926,2018-05-10,3,C,11,4,6,2,3,6,12,16,23,13,21,26,29,23,13,9,22,21,14,22,11,11,8,5,331,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66856.17,62993.71
927,2018-05-10,3,C,2,0,1,0,0,0,3,0,1,0,0,0,0,2,3,6,3,0,1,1,3,0,1,0,27,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
939,2018-05-10,3,C,9,5,1,4,4,6,10,9,17,23,44,31,44,26,39,26,17,16,9,7,6,7,12,10,382,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2018-05-10,3,C,1,0,1,0,0,1,0,1,2,2,2,6,2,5,0,2,1,3,0,0,2,0,3,1,35,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2018-05-10,3,C,1,4,2,3,0,0,3,6,5,6,9,10,6,5,2,5,2,5,3,3,1,3,3,3,90,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
943,2018-05-10,3,C,1,1,1,0,1,3,1,3,5,2,3,1,3,6,6,3,6,2,4,4,9,1,1,0,67,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12
944,2018-05-10,3,C,2,2,1,0,0,0,3,3,6,1,7,5,3,1,1,4,4,3,2,1,1,2,0,0,52,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
946,2018-05-10,3,C,8,2,2,6,2,8,9,7,17,22,41,35,38,34,39,20,17,12,11,4,9,7,12,9,371,FISCHBACH,N7,Heinerscheid <-> Marbourg deux sens ,Heinerscheid,Marbourg,72984.695,126355.57
947,2018-05-10,3,C,1,1,0,2,1,2,2,1,2,7,8,13,1,12,6,6,2,6,4,15,9,4,2,2,109,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02
1111,2018-05-10,3,C,0,0,0,0,1,0,3,3,1,6,9,9,8,5,6,10,10,3,2,4,1,3,2,0,86,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2018-05-10,3,C,0,0,0,0,0,0,1,0,4,0,4,2,4,6,2,4,3,2,0,0,2,0,0,0,34,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2018-05-10,3,C,1,1,0,1,0,0,2,0,1,3,2,0,1,5,2,0,3,1,1,1,1,0,1,0,27,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2018-05-10,3,C,3,3,1,1,2,1,5,3,15,8,10,9,10,13,7,7,9,7,4,4,3,3,5,2,135,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2018-05-10,3,C,0,0,0,0,0,1,3,1,3,4,5,3,2,5,3,2,6,2,3,3,3,2,1,0,52,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2018-05-10,3,C,1,2,1,0,1,0,0,2,3,3,4,1,4,2,3,3,3,6,4,1,4,1,1,2,52,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2018-05-10,3,C,3,4,2,2,0,1,3,8,2,5,7,5,10,4,5,7,6,8,7,1,6,4,3,3,106,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1223,2018-05-10,3,C,0,2,1,0,0,2,3,1,3,2,8,6,9,3,5,5,7,4,5,3,1,0,0,1,71,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2018-05-10,3,C,0,0,0,0,0,0,0,2,3,2,2,4,2,1,3,3,3,1,1,0,0,2,0,0,29,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2018-05-10,3,C,3,1,1,4,1,1,1,4,5,1,2,6,1,3,3,3,4,3,2,2,0,1,0,1,53,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85346.336,79384.07
1231,2018-05-10,3,C,1,3,0,0,0,0,0,1,0,0,1,2,2,0,1,1,1,1,2,2,0,0,0,0,18,WECKERGRUND,N1,Grevenmacher <-> Luxembourg deux sens ,Grevenmacher,Luxembourg,93607.59,82958.68
1232,2018-05-10,3,C,2,0,0,2,1,5,3,6,7,9,12,16,11,24,15,12,6,8,6,5,3,3,3,2,161,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2018-05-10,3,C,0,0,0,0,0,0,2,1,3,4,5,4,4,9,1,2,3,5,1,3,2,1,1,0,51,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1314,2018-05-10,3,C,0,0,0,0,0,0,1,0,1,2,5,3,6,0,4,3,2,5,5,1,0,0,3,1,42,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1407,2018-05-10,3,C,29,25,27,20,17,29,33,92,87,65,67,53,53,37,26,36,26,33,59,53,27,203,405,265,1767,ESCH-SUR-ALZETTE,A4,Lankelz <-> Luxembourg deux sens ,Lankelz,Luxembourg,67058.69,64399.555
1410,2018-05-10,3,C,210,166,114,136,134,202,148,139,182,232,296,273,274,266,270,197,166,141,128,107,117,308,379,266,4851,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1413,2018-05-10,3,C,86,48,53,51,59,59,107,99,117,141,164,158,171,134,116,131,108,96,106,124,72,462,146,117,2925,IRRGARTEN,A1,Echangeur Irrgarten <-> Croix de Gasperich deux sens ,Echangeur Irrgarten,Croix de Gasperich,80784.0,75655.0
1414,2018-05-10,3,C,188,124,83,80,66,154,185,229,219,331,458,385,351,323,327,300,196,206,151,84,118,226,283,160,5227,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1420,2018-05-10,3,C,125,117,100,81,87,118,138,133,163,212,217,207,196,191,192,138,131,133,89,198,94,232,176,125,3593,BELGIQUE Frontière,A6,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,63045.664,77945.945
1429,2018-05-10,3,C,67,41,36,36,39,34,55,66,77,59,76,59,67,54,47,56,54,51,51,51,38,70,126,90,1400,KIRCHBERG,A1,Echangeur Kirchberg <-> Echangeur Irrgarten deux sens ,Echangeur Kirchberg,Echangeur Irrgarten,80988.89,76925.03
1432,2018-05-10,3,C,48,51,68,51,44,37,68,72,85,91,93,106,109,84,89,75,181,0,60,56,34,70,146,124,1842,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1441,2018-05-10,3,C,15,6,4,9,14,16,16,10,22,9,10,11,11,10,8,9,8,5,9,12,10,16,13,24,277,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2018-05-10,3,C,29,17,21,17,20,35,41,35,45,51,56,44,35,32,36,42,39,35,21,23,36,50,86,65,911,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1487,2018-05-10,3,C,4,7,2,5,7,7,9,11,14,20,12,16,12,6,13,2,10,12,7,6,8,8,14,3,215,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
5053,2018-05-10,3,C,0,0,0,0,0,0,0,1,1,0,2,3,0,1,9,2,6,3,2,3,4,0,1,0,38,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.04,82759.164
5055,2018-05-10,3,C,0,0,0,0,0,1,8,1,0,0,2,1,0,3,10,2,3,8,1,3,2,0,1,1,47,QUATRE-VENTS,N12,Kopstal <-> Quatre-Vents deux sens ,Kopstal,Quatre-Vents,71158.49,82433.305
5075,2018-05-10,3,C,2,0,1,0,1,2,4,8,4,3,4,5,5,5,5,5,5,5,5,4,4,4,4,4,89,HEISDORF,CR124,Heisdorf <-> Muellendorf deux sens ,Heisdorf,Muellendorf,77493.5,82563.04
5076,2018-05-10,3,C,0,0,1,0,0,0,0,0,3,4,4,4,3,3,4,3,4,5,3,4,3,0,0,0,48,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.734,80795.56
5077,2018-05-10,3,C,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,HELMSANGE,CR125,Staffelstein <-> Helmsange deux sens ,Staffelstein,Helmsange,78296.01,80609.37
5084,2018-05-10,3,C,0,0,0,0,0,1,0,2,4,2,5,2,1,2,4,1,1,5,6,2,2,1,0,0,41,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.664,89523.99
5086,2018-05-10,3,C,2,0,1,2,0,2,1,2,7,6,4,3,2,3,2,2,3,4,1,2,1,1,3,0,54,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.67,90838.56
5088,2018-05-10,3,C,0,0,0,6,0,1,0,0,1,5,4,1,3,5,4,3,3,1,2,1,1,0,0,0,41,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.07,87227.63
5092,2018-05-10,3,C,3,6,1,7,4,6,10,13,17,16,12,12,10,10,10,6,12,9,9,8,8,11,15,3,218,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.73,85983.84
5093,2018-05-10,3,C,0,0,0,0,1,0,3,4,1,5,3,3,2,5,3,4,3,6,5,2,1,0,0,0,51,LINTGEN,N7,Lintgen <-> A7 deux sens ,Lintgen,A7,76987.195,86992.33
5095,2018-05-10,3,C,2,4,1,1,0,1,2,7,6,4,13,15,23,6,9,17,12,13,7,5,3,5,4,5,165,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.73,85345.375
5096,2018-05-10,3,C,0,1,0,2,0,0,0,1,1,2,1,1,1,0,0,1,2,0,1,1,1,0,0,0,16,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.02,88911.74
5103,2018-05-10,3,C,2,0,0,0,0,2,1,2,2,2,3,3,3,2,1,3,4,2,4,2,1,1,3,2,45,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.72,64695.63
5104,2018-05-10,3,C,0,2,1,0,0,1,1,3,0,1,7,0,0,1,2,1,2,5,3,0,2,5,1,0,38,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.84,63437.54
5106,2018-05-10,3,C,2,5,5,0,3,4,5,5,4,7,14,1,0,6,6,4,6,3,4,0,5,12,3,4,108,HELLANGE,Chantier,Rond-point Hellange <-> A13 deux sens ,Rond-point Hellange,A13,77423.41,63289.34
17563,2018-05-10,3,C,3,1,0,0,0,1,0,0,1,1,2,2,2,1,0,0,1,1,0,0,0,0,0,0,16,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2018-05-11,3,C,1,3,3,8,16,15,42,51,53,64,60,72,52,47,59,40,38,37,31,27,17,12,9,7,764,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2018-05-11,3,C,4,2,2,0,1,11,25,29,24,25,27,26,14,34,23,14,27,18,20,18,6,6,3,2,361,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2018-05-11,3,C,0,2,2,2,5,24,22,23,25,33,24,31,22,21,19,23,16,24,12,13,6,2,3,3,357,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2018-05-11,3,C,1,2,1,5,6,10,33,44,19,21,13,16,18,20,14,15,21,24,21,11,6,5,8,2,336,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2018-05-11,3,C,4,2,2,1,3,11,34,28,39,51,56,57,58,42,52,50,47,51,36,33,20,21,19,9,726,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2018-05-11,3,C,0,0,0,1,0,1,8,3,4,8,11,10,6,5,5,6,5,3,3,2,0,0,1,0,82,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
18,2018-05-11,3,C,17,12,19,33,46,37,51,41,54,37,38,39,39,50,26,43,35,42,40,47,39,26,20,11,842,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2018-05-11,3,C,1,0,0,2,4,2,9,9,12,8,11,7,6,7,11,12,10,5,6,3,7,4,0,0,136,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2018-05-11,3,C,2,0,2,3,10,16,39,52,57,43,42,44,33,23,33,35,31,21,12,14,8,7,6,4,537,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2018-05-11,3,C,0,0,0,0,1,13,20,21,20,20,21,26,18,23,14,22,15,18,16,17,9,9,5,3,311,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2018-05-11,3,C,1,1,0,2,5,7,28,20,26,16,20,11,14,15,14,18,18,10,8,2,1,3,4,1,245,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2018-05-11,3,C,9,12,16,36,35,88,110,121,136,133,121,123,118,115,103,78,88,82,67,50,45,31,20,16,1753,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2018-05-11,3,C,0,0,0,0,1,2,5,2,1,3,3,6,5,4,3,9,5,2,1,2,0,0,0,0,54,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2018-05-11,3,C,0,2,4,0,3,5,12,22,11,10,13,18,15,21,28,18,17,21,10,10,5,2,2,1,250,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2018-05-11,3,C,3,0,0,3,2,8,15,27,24,19,19,19,26,24,25,26,29,20,15,14,6,5,5,1,335,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
291,2018-05-11,3,C,0,0,0,0,1,1,4,5,15,14,8,7,3,4,6,8,6,6,6,7,4,5,5,4,119,Belvaux,CR191a,Belvaux <-> Esch-Belval deux sens ,Belvaux,Esch-Belval,63203.934,62898.336
345,2018-05-11,3,C,1,1,2,3,5,5,21,32,16,22,24,15,16,19,25,14,15,12,6,5,7,4,2,1,273,BETTEMBOURG,N31,Bettembourg <-> Luxembourg deux sens ,Bettembourg,Luxembourg,75075.93,65482.97
390,2018-05-11,3,C,0,1,0,1,1,5,13,32,15,12,21,14,21,21,18,22,16,13,11,9,8,4,3,5,266,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
394,2018-05-11,3,C,1,0,0,1,2,13,23,47,41,29,18,31,28,34,40,27,30,30,26,27,23,14,12,10,507,EICH,N7,Beggen <-> Luxembourg Centre deux sens ,Beggen,Luxembourg Centre,77419.58,77277.76
403,2018-05-11,3,C,0,0,0,0,0,6,9,22,20,15,13,16,18,15,19,15,13,20,9,6,9,5,4,5,239,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78879.72,78359.77
405,2018-05-11,3,C,0,0,0,1,0,9,17,43,25,26,29,19,30,32,31,28,30,32,17,14,14,9,7,7,420,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2018-05-11,3,C,1,2,1,1,4,9,16,27,41,31,38,23,26,35,20,20,33,18,14,7,6,0,0,1,374,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
407,2018-05-11,3,C,8,0,2,1,9,24,45,58,60,56,58,52,36,45,54,47,43,49,25,32,28,17,13,10,772,HELFENT,N5,Dippach <-> Luxembourg deux sens ,Dippach,Luxembourg,72102.234,73862.96
413,2018-05-11,3,C,2,0,3,2,13,29,38,88,62,34,39,30,34,36,48,37,32,26,26,20,16,14,12,13,654,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
415,2018-05-11,3,C,1,0,0,0,2,12,30,55,61,54,63,58,43,47,48,43,42,33,20,7,4,7,3,0,633,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75224.84,79101.29
416,2018-05-11,3,C,0,0,0,1,0,12,31,34,33,31,34,23,26,16,28,24,23,20,9,6,9,4,5,3,372,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2018-05-11,3,C,1,1,1,0,3,8,8,15,13,13,8,8,4,8,6,11,10,7,5,3,4,0,0,0,137,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73006.914,84733.05
419,2018-05-11,3,C,0,0,0,0,1,0,2,12,7,6,2,0,6,5,12,9,8,7,5,5,1,1,0,0,89,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2018-05-11,3,C,0,0,0,2,0,6,17,26,17,34,27,26,13,14,19,13,11,11,6,4,3,4,0,4,257,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
421,2018-05-11,3,C,0,0,0,0,0,1,2,3,4,4,1,1,3,3,4,2,7,0,1,4,2,0,0,0,42,KOPSTAL,CR101,Kopstal <-> Mamer deux sens ,Kopstal,Mamer,72678.195,80365.27
423,2018-05-11,3,C,0,0,0,2,0,3,13,22,30,26,31,35,21,22,23,19,18,10,9,8,2,6,1,0,301,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2018-05-11,3,C,0,0,0,0,0,0,1,5,4,8,2,3,6,0,12,0,7,0,1,0,0,0,0,0,49,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2018-05-11,3,C,0,2,0,1,2,12,21,36,30,29,28,14,22,23,29,17,22,16,9,5,9,6,5,4,342,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2018-05-11,3,C,1,0,0,0,1,5,22,23,23,20,17,15,17,19,16,16,17,20,15,15,10,13,7,7,299,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84112.875,79323.97
